Classic Espresso Drinks,140.17241379310346
Coffee,4.25
Frappuccino® Blended Coffee,276.94444444444446
Frappuccino® Blended Crème,233.07692307692307
Frappuccino® Light Blended Coffee,162.5
Shaken Iced Beverages,114.44444444444444
Signature Espresso Drinks,250.0
Smoothies,282.22222222222223
Tazo® Tea Drinks,177.30769230769232
